map,0.1271219022846442
n02958343,0.36363636363636365
n02411705,0.09090909090909091
n02121808,0.09090909090909091
n02084071,0.18181818181818182
n02062744,0.09090909090909091
n02691156,0.09090909090909091
n02402425,0.09090909090909091
n02355227,0.09090909090909091
n02131653,0.3524170274170274
n03790512,0.09090909090909091
n02342885,0.09090909090909091
n02129604,0.09090909090909091
n02391049,0.1790633608815427
n02834778,0.09090909090909091
n04468005,0.23940513929265334
n01674464,0.09090909090909091
n02419796,0.09090909090909091
n02324045,0.09090909090909091
n04530566,0.09090909090909091
n02129165,0.09090909090909091
n02374451,0.1490909090909091
n02484322,0.09090909090909091
n01662784,0.09090909090909091
n02503517,0.09090909090909091
n02118333,0.09090909090909091
n02924116,0.11613242249080398
n02509815,0.09090909090909091
n02510455,0.09090909090909091
n01726692,0.09090909090909091
n01503061,0.23209366391184572
